Year,Series,Team,Player,Q4_FG,Q4_FGA,Q4_3P,Q4_PTS,Q4_G,Q4_FG%,Q4_eFG%
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jalen Brunson,19.0,37.0,3.0,56.0,5,0.514,0.554
2026,2026_nba_finals_knicks_vs_spurs,SAS,Victor Wembanyama,12.0,35.0,2.0,39.0,5,0.343,0.371
2026,2026_nba_finals_knicks_vs_spurs,SAS,De'Aaron Fox,5.0,19.0,2.0,14.0,5,0.263,0.316
2026,2026_nba_finals_knicks_vs_spurs,NYK,OG Anunoby,10.0,17.0,5.0,35.0,5,0.588,0.735
2026,2026_nba_finals_knicks_vs_spurs,SAS,Dylan Harper,6.0,16.0,0.0,15.0,5,0.375,0.375
2026,2026_nba_finals_knicks_vs_spurs,NYK,Landry Shamet,5.0,14.0,3.0,13.0,5,0.357,0.464
2026,2026_nba_finals_knicks_vs_spurs,SAS,Stephon Castle,5.0,13.0,2.0,21.0,5,0.385,0.462
2026,2026_nba_finals_knicks_vs_spurs,SAS,Devin Vassell,4.0,10.0,2.0,10.0,5,0.4,0.5
2026,2026_nba_finals_knicks_vs_spurs,NYK,Karl-Anthony Towns,2.0,10.0,1.0,5.0,5,0.2,0.25
2026,2026_nba_finals_knicks_vs_spurs,NYK,Mikal Bridges,1.0,10.0,0.0,5.0,5,0.1,0.1
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jose Alvarado,3.0,7.0,2.0,8.0,5,0.429,0.571
2026,2026_nba_finals_knicks_vs_spurs,NYK,Josh Hart,1.0,6.0,1.0,4.0,5,0.167,0.25
2026,2026_nba_finals_knicks_vs_spurs,NYK,Miles McBride,1.0,6.0,1.0,3.0,4,0.167,0.25
2026,2026_nba_finals_knicks_vs_spurs,SAS,Julian Champagnie,0.0,4.0,0.0,1.0,5,0.0,0.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Keldon Johnson,2.0,3.0,1.0,5.0,4,0.667,0.833
2026,2026_nba_finals_knicks_vs_spurs,NYK,Mitchell Robinson,1.0,2.0,0.0,2.0,5,0.5,0.5
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jordan Clarkson,0.0,2.0,0.0,0.0,2,0.0,0.0
2026,2026_nba_finals_knicks_vs_spurs,SAS,Harrison Barnes,0.0,1.0,0.0,0.0,1,0.0,0.0
2026,2026_nba_finals_knicks_vs_spurs,NYK,Ariel Hukporti,0.0,0.0,0.0,0.0,1,,
2026,2026_nba_finals_knicks_vs_spurs,NYK,Jeremy Sochan,0.0,0.0,0.0,0.0,1,,
2026,2026_nba_finals_knicks_vs_spurs,SAS,Luke Kornet,0.0,0.0,0.0,0.0,3,,
2025,2025_nba_finals_pacers_vs_thunder,OKC,Jalen Williams,13.0,34.0,2.0,39.0,6,0.382,0.412
2025,2025_nba_finals_pacers_vs_thunder,OKC,Shai Gilgeous-Alexander,12.0,33.0,2.0,51.0,6,0.364,0.394
2025,2025_nba_finals_pacers_vs_thunder,IND,Tyrese Haliburton,11.0,21.0,3.0,29.0,5,0.524,0.595
2025,2025_nba_finals_pacers_vs_thunder,IND,Bennedict Mathurin,10.0,20.0,1.0,40.0,7,0.5,0.525
2025,2025_nba_finals_pacers_vs_thunder,IND,Pascal Siakam,9.0,19.0,2.0,24.0,7,0.474,0.526
2025,2025_nba_finals_pacers_vs_thunder,IND,Andrew Nembhard,6.0,16.0,2.0,18.0,7,0.375,0.438
2025,2025_nba_finals_pacers_vs_thunder,IND,T.J. McConnell,7.0,14.0,0.0,14.0,7,0.5,0.5
2025,2025_nba_finals_pacers_vs_thunder,IND,Aaron Nesmith,4.0,12.0,3.0,14.0,6,0.333,0.458
2025,2025_nba_finals_pacers_vs_thunder,IND,Obi Toppin,7.0,11.0,2.0,18.0,7,0.636,0.727
2025,2025_nba_finals_pacers_vs_thunder,OKC,Chet Holmgren,4.0,11.0,0.0,14.0,6,0.364,0.364
2025,2025_nba_finals_pacers_vs_thunder,OKC,Aaron Wiggins,3.0,10.0,3.0,15.0,6,0.3,0.45
2025,2025_nba_finals_pacers_vs_thunder,IND,Myles Turner,5.0,9.0,2.0,16.0,7,0.556,0.667
2025,2025_nba_finals_pacers_vs_thunder,OKC,Cason Wallace,5.0,9.0,0.0,11.0,7,0.556,0.556
2025,2025_nba_finals_pacers_vs_thunder,OKC,Isaiah Hartenstein,3.0,7.0,0.0,6.0,6,0.429,0.429
2025,2025_nba_finals_pacers_vs_thunder,OKC,Luguentz Dort,2.0,7.0,2.0,8.0,6,0.286,0.429
2025,2025_nba_finals_pacers_vs_thunder,OKC,Alex Caruso,3.0,5.0,1.0,14.0,6,0.6,0.7
2025,2025_nba_finals_pacers_vs_thunder,IND,Ben Sheppard,2.0,5.0,1.0,5.0,7,0.4,0.5
2025,2025_nba_finals_pacers_vs_thunder,OKC,Jaylin Williams,3.0,4.0,3.0,10.0,2,0.75,1.125
2025,2025_nba_finals_pacers_vs_thunder,OKC,Ajay Mitchell,1.0,4.0,0.0,4.0,3,0.25,0.25
2025,2025_nba_finals_pacers_vs_thunder,OKC,Isaiah Joe,2.0,3.0,1.0,8.0,2,0.667,0.833
2025,2025_nba_finals_pacers_vs_thunder,OKC,Ousmane Dieng,1.0,3.0,1.0,3.0,3,0.333,0.5
2025,2025_nba_finals_pacers_vs_thunder,OKC,Dillon Jones,2.0,2.0,0.0,4.0,3,1.0,1.0
2025,2025_nba_finals_pacers_vs_thunder,IND,James Johnson,1.0,2.0,0.0,2.0,2,0.5,0.5
2025,2025_nba_finals_pacers_vs_thunder,IND,Thomas Bryant,1.0,2.0,1.0,4.0,5,0.5,0.75
2025,2025_nba_finals_pacers_vs_thunder,IND,Johnny Furphy,1.0,1.0,0.0,2.0,4,1.0,1.0
2025,2025_nba_finals_pacers_vs_thunder,IND,Tony Bradley,1.0,1.0,0.0,2.0,1,1.0,1.0
2025,2025_nba_finals_pacers_vs_thunder,OKC,Kenrich Williams,1.0,1.0,1.0,3.0,5,1.0,1.5
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jayson Tatum,7.0,24.0,1.0,23.0,4,0.292,0.312
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Luka Dončić,7.0,21.0,2.0,18.0,4,0.333,0.381
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jaylen Brown,8.0,16.0,1.0,22.0,4,0.5,0.531
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Kyrie Irving,6.0,15.0,2.0,19.0,4,0.4,0.467
2024,2024_nba_finals_mavericks_vs_celtics,DAL,P.J. Washington,7.0,14.0,2.0,21.0,4,0.5,0.571
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Payton Pritchard,4.0,14.0,1.0,9.0,5,0.286,0.321
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Derrick White,7.0,11.0,5.0,21.0,4,0.636,0.864
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Jaden Hardy,6.0,9.0,2.0,19.0,3,0.667,0.778
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Tim Hardaway Jr.,5.0,9.0,5.0,15.0,4,0.556,0.833
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jrue Holiday,3.0,7.0,2.0,8.0,4,0.429,0.571
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Svi Mykhailiuk,2.0,7.0,1.0,5.0,3,0.286,0.357
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Dereck Lively II,4.0,5.0,0.0,8.0,3,0.8,0.8
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Sam Hauser,2.0,5.0,1.0,5.0,3,0.4,0.5
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Josh Green,2.0,5.0,2.0,6.0,3,0.4,0.6
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Derrick Jones Jr.,1.0,5.0,0.0,4.0,3,0.2,0.2
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Markieff Morris,1.0,5.0,1.0,3.0,1,0.2,0.3
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Daniel Gafford,3.0,4.0,0.0,7.0,1,0.75,0.75
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Oshae Brissett,2.0,4.0,1.0,7.0,3,0.5,0.625
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Kristaps Porziņģis,1.0,4.0,0.0,2.0,3,0.25,0.25
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Danté Exum,2.0,3.0,1.0,5.0,4,0.667,0.833
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Al Horford,1.0,3.0,0.0,2.0,4,0.333,0.333
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Luke Kornet,1.0,2.0,0.0,2.0,3,0.5,0.5
2024,2024_nba_finals_mavericks_vs_celtics,DAL,A.J. Lawson,1.0,2.0,0.0,2.0,2,0.5,0.5
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jordan Walsh,0.0,2.0,0.0,0.0,1,0.0,0.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Olivier-Maxence Prosper,0.0,2.0,0.0,0.0,2,0.0,0.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Neemias Queta,1.0,1.0,0.0,2.0,1,1.0,1.0
2024,2024_nba_finals_mavericks_vs_celtics,BOS,Jaden Springer,0.0,1.0,0.0,0.0,1,0.0,0.0
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Dwight Powell,0.0,0.0,0.0,0.0,3,,
2024,2024_nba_finals_mavericks_vs_celtics,DAL,Maxi Kleber,0.0,0.0,0.0,0.0,3,,
2023,2023_nba_finals_heat_vs_nuggets,DEN,Nikola Jokić,15.0,25.0,0.0,38.0,5,0.6,0.6
2023,2023_nba_finals_heat_vs_nuggets,DEN,Jamal Murray,10.0,25.0,4.0,30.0,5,0.4,0.48
2023,2023_nba_finals_heat_vs_nuggets,MIA,Jimmy Butler,9.0,20.0,3.0,32.0,5,0.45,0.525
2023,2023_nba_finals_heat_vs_nuggets,MIA,Bam Adebayo,5.0,17.0,0.0,22.0,5,0.294,0.294
2023,2023_nba_finals_heat_vs_nuggets,MIA,Duncan Robinson,9.0,16.0,5.0,23.0,5,0.562,0.719
2023,2023_nba_finals_heat_vs_nuggets,MIA,Gabe Vincent,5.0,14.0,3.0,15.0,4,0.357,0.464
2023,2023_nba_finals_heat_vs_nuggets,MIA,Kyle Lowry,6.0,13.0,4.0,19.0,5,0.462,0.615
2023,2023_nba_finals_heat_vs_nuggets,DEN,Bruce Brown,6.0,11.0,1.0,17.0,5,0.545,0.591
2023,2023_nba_finals_heat_vs_nuggets,MIA,Caleb Martin,4.0,9.0,1.0,9.0,4,0.444,0.5
2023,2023_nba_finals_heat_vs_nuggets,DEN,Michael Porter Jr.,0.0,7.0,0.0,0.0,3,0.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Haywood Highsmith,5.0,6.0,2.0,12.0,2,0.833,1.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Kentavious Caldwell-Pope,3.0,6.0,2.0,14.0,5,0.5,0.667
2023,2023_nba_finals_heat_vs_nuggets,DEN,Aaron Gordon,2.0,5.0,1.0,7.0,5,0.4,0.5
2023,2023_nba_finals_heat_vs_nuggets,DEN,Christian Braun,2.0,3.0,0.0,5.0,4,0.667,0.667
2023,2023_nba_finals_heat_vs_nuggets,MIA,Max Strus,0.0,3.0,0.0,0.0,2,0.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Jeff Green,2.0,2.0,1.0,7.0,4,1.0,1.25
2023,2023_nba_finals_heat_vs_nuggets,MIA,Cody Zeller,0.0,1.0,0.0,0.0,1,0.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Nikola Jović,0.0,1.0,0.0,0.0,2,0.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Omer Yurtseven,0.0,1.0,0.0,0.0,2,0.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,MIA,Udonis Haslem,0.0,1.0,0.0,0.0,1,0.0,0.0
2023,2023_nba_finals_heat_vs_nuggets,DEN,Peyton Watson,0.0,0.0,0.0,0.0,1,,
2023,2023_nba_finals_heat_vs_nuggets,DEN,Thomas Bryant,0.0,0.0,0.0,0.0,1,,
2023,2023_nba_finals_heat_vs_nuggets,DEN,Vlatko Čančar,0.0,0.0,0.0,0.0,1,,
2023,2023_nba_finals_heat_vs_nuggets,DEN,Zeke Nnaji,0.0,0.0,0.0,0.0,1,,
2022,2022_nba_finals_celtics_vs_warriors,GSW,Stephen Curry,11.0,26.0,2.0,33.0,5,0.423,0.462
2022,2022_nba_finals_celtics_vs_warriors,BOS,Jayson Tatum,6.0,25.0,2.0,18.0,6,0.24,0.28
2022,2022_nba_finals_celtics_vs_warriors,BOS,Jaylen Brown,11.0,24.0,4.0,34.0,6,0.458,0.542
2022,2022_nba_finals_celtics_vs_warriors,GSW,Jordan Poole,9.0,22.0,2.0,25.0,6,0.409,0.455
2022,2022_nba_finals_celtics_vs_warriors,GSW,Klay Thompson,8.0,22.0,5.0,23.0,6,0.364,0.477
2022,2022_nba_finals_celtics_vs_warriors,BOS,Marcus Smart,9.0,19.0,5.0,26.0,6,0.474,0.605
2022,2022_nba_finals_celtics_vs_warriors,GSW,Andrew Wiggins,11.0,18.0,3.0,25.0,5,0.611,0.694
2022,2022_nba_finals_celtics_vs_warriors,BOS,Derrick White,4.0,9.0,3.0,13.0,5,0.444,0.611
2022,2022_nba_finals_celtics_vs_warriors,BOS,Payton Pritchard,4.0,9.0,1.0,9.0,4,0.444,0.5
2022,2022_nba_finals_celtics_vs_warriors,BOS,Al Horford,6.0,8.0,4.0,17.0,6,0.75,1.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Robert Williams,3.0,6.0,0.0,6.0,5,0.5,0.5
2022,2022_nba_finals_celtics_vs_warriors,BOS,Aaron Nesmith,2.0,6.0,0.0,7.0,4,0.333,0.333
2022,2022_nba_finals_celtics_vs_warriors,GSW,Nemanja Bjelica,2.0,5.0,1.0,5.0,4,0.4,0.5
2022,2022_nba_finals_celtics_vs_warriors,GSW,Gary Payton II,4.0,4.0,0.0,8.0,4,1.0,1.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Draymond Green,2.0,4.0,0.0,4.0,6,0.5,0.5
2022,2022_nba_finals_celtics_vs_warriors,BOS,Nik Stauskas,1.0,4.0,1.0,3.0,5,0.25,0.375
2022,2022_nba_finals_celtics_vs_warriors,GSW,Damion Lee,0.0,4.0,0.0,0.0,4,0.0,0.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Kevon Looney,2.0,3.0,0.0,4.0,5,0.667,0.667
2022,2022_nba_finals_celtics_vs_warriors,BOS,Sam Hauser,1.0,3.0,1.0,3.0,5,0.333,0.5
2022,2022_nba_finals_celtics_vs_warriors,BOS,Grant Williams,2.0,2.0,0.0,6.0,4,1.0,1.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Luke Kornet,2.0,2.0,1.0,5.0,3,1.0,1.25
2022,2022_nba_finals_celtics_vs_warriors,GSW,Andre Iguodala,1.0,2.0,0.0,2.0,3,0.5,0.5
2022,2022_nba_finals_celtics_vs_warriors,BOS,Malik Fitts,1.0,1.0,1.0,3.0,3,1.0,1.5
2022,2022_nba_finals_celtics_vs_warriors,GSW,Moses Moody,1.0,1.0,0.0,2.0,4,1.0,1.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Daniel Theis,0.0,1.0,0.0,0.0,1,0.0,0.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Jonathan Kuminga,0.0,1.0,0.0,0.0,4,0.0,0.0
2022,2022_nba_finals_celtics_vs_warriors,GSW,Juan Toscano-Anderson,0.0,1.0,0.0,0.0,4,0.0,0.0
2022,2022_nba_finals_celtics_vs_warriors,BOS,Juwan Morgan,0.0,0.0,0.0,0.0,4,,
2022,2022_nba_finals_celtics_vs_warriors,GSW,Otto Porter Jr.,0.0,0.0,0.0,0.0,2,,
2021,2021_nba_finals_bucks_vs_suns,MIL,Giannis Antetokounmpo,21.0,31.0,0.0,56.0,6,0.677,0.677
2021,2021_nba_finals_bucks_vs_suns,PHO,Devin Booker,14.0,31.0,5.0,33.0,5,0.452,0.532
2021,2021_nba_finals_bucks_vs_suns,MIL,Khris Middleton,15.0,30.0,2.0,40.0,6,0.5,0.533
2021,2021_nba_finals_bucks_vs_suns,PHO,Chris Paul,15.0,29.0,4.0,39.0,6,0.517,0.586
2021,2021_nba_finals_bucks_vs_suns,MIL,Jrue Holiday,8.0,23.0,1.0,22.0,6,0.348,0.37
2021,2021_nba_finals_bucks_vs_suns,MIL,Pat Connaughton,7.0,15.0,5.0,19.0,6,0.467,0.633
2021,2021_nba_finals_bucks_vs_suns,PHO,Deandre Ayton,4.0,12.0,0.0,12.0,6,0.333,0.333
2021,2021_nba_finals_bucks_vs_suns,PHO,Jae Crowder,4.0,10.0,2.0,19.0,6,0.4,0.5
2021,2021_nba_finals_bucks_vs_suns,MIL,Bobby Portis,3.0,10.0,0.0,6.0,5,0.3,0.3
2021,2021_nba_finals_bucks_vs_suns,PHO,Cameron Johnson,4.0,8.0,1.0,13.0,6,0.5,0.562
2021,2021_nba_finals_bucks_vs_suns,PHO,Cameron Payne,4.0,8.0,1.0,9.0,5,0.5,0.562
2021,2021_nba_finals_bucks_vs_suns,PHO,Mikal Bridges,3.0,8.0,2.0,16.0,6,0.375,0.5
2021,2021_nba_finals_bucks_vs_suns,PHO,Frank Kaminsky,3.0,5.0,0.0,6.0,2,0.6,0.6
2021,2021_nba_finals_bucks_vs_suns,MIL,Bryn Forbes,2.0,5.0,2.0,6.0,3,0.4,0.6
2021,2021_nba_finals_bucks_vs_suns,MIL,Jeff Teague,1.0,4.0,0.0,4.0,3,0.25,0.25
2021,2021_nba_finals_bucks_vs_suns,MIL,P.J. Tucker,1.0,3.0,0.0,2.0,6,0.333,0.333
2021,2021_nba_finals_bucks_vs_suns,PHO,Torrey Craig,1.0,3.0,0.0,2.0,3,0.333,0.333
2021,2021_nba_finals_bucks_vs_suns,MIL,Brook Lopez,2.0,2.0,1.0,7.0,4,1.0,1.25
2021,2021_nba_finals_bucks_vs_suns,MIL,Thanasis Antetokounmpo,0.0,2.0,0.0,0.0,1,0.0,0.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Jordan Nwora,1.0,1.0,1.0,3.0,1,1.0,1.5
2021,2021_nba_finals_bucks_vs_suns,PHO,Ty-Shon Alexander,1.0,1.0,0.0,2.0,1,1.0,1.0
2021,2021_nba_finals_bucks_vs_suns,PHO,Abdel Nader,0.0,1.0,0.0,0.0,2,0.0,0.0
2021,2021_nba_finals_bucks_vs_suns,MIL,Elijah Bryant,0.0,0.0,0.0,0.0,1,,
2021,2021_nba_finals_bucks_vs_suns,MIL,Sam Merrill,0.0,0.0,0.0,0.0,1,,
2020,2020_nba_finals_heat_vs_lakers,LAL,LeBron James,21.0,40.0,2.0,55.0,6,0.525,0.55
2020,2020_nba_finals_heat_vs_lakers,MIA,Jimmy Butler,11.0,22.0,0.0,34.0,6,0.5,0.5
2020,2020_nba_finals_heat_vs_lakers,MIA,Tyler Herro,12.0,21.0,5.0,33.0,6,0.571,0.69
2020,2020_nba_finals_heat_vs_lakers,MIA,Kelly Olynyk,10.0,19.0,2.0,24.0,5,0.526,0.579
2020,2020_nba_finals_heat_vs_lakers,LAL,Anthony Davis,5.0,16.0,1.0,21.0,6,0.312,0.344
2020,2020_nba_finals_heat_vs_lakers,MIA,Kendrick Nunn,9.0,15.0,4.0,24.0,6,0.6,0.733
2020,2020_nba_finals_heat_vs_lakers,LAL,Kentavious Caldwell-Pope,5.0,14.0,3.0,14.0,6,0.357,0.464
2020,2020_nba_finals_heat_vs_lakers,LAL,Markieff Morris,6.0,12.0,5.0,20.0,6,0.5,0.708
2020,2020_nba_finals_heat_vs_lakers,LAL,Kyle Kuzma,3.0,12.0,2.0,11.0,6,0.25,0.333
2020,2020_nba_finals_heat_vs_lakers,LAL,Danny Green,2.0,11.0,2.0,6.0,4,0.182,0.273
2020,2020_nba_finals_heat_vs_lakers,LAL,Rajon Rondo,2.0,11.0,0.0,4.0,6,0.182,0.182
2020,2020_nba_finals_heat_vs_lakers,MIA,Bam Adebayo,6.0,9.0,0.0,16.0,3,0.667,0.667
2020,2020_nba_finals_heat_vs_lakers,MIA,Duncan Robinson,4.0,9.0,4.0,13.0,5,0.444,0.667
2020,2020_nba_finals_heat_vs_lakers,MIA,Solomon Hill,4.0,7.0,1.0,9.0,2,0.571,0.643
2020,2020_nba_finals_heat_vs_lakers,LAL,Alex Caruso,1.0,7.0,0.0,3.0,6,0.143,0.143
2020,2020_nba_finals_heat_vs_lakers,MIA,Jae Crowder,2.0,5.0,1.0,5.0,5,0.4,0.5
2020,2020_nba_finals_heat_vs_lakers,MIA,Andre Iguodala,2.0,3.0,2.0,6.0,5,0.667,1.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Quinn Cook,1.0,2.0,1.0,3.0,2,0.5,0.75
2020,2020_nba_finals_heat_vs_lakers,MIA,Goran Dragić,0.0,2.0,0.0,0.0,1,0.0,0.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Dwight Howard,1.0,1.0,1.0,3.0,1,1.0,1.5
2020,2020_nba_finals_heat_vs_lakers,MIA,Derrick Jones Jr.,1.0,1.0,0.0,2.0,2,1.0,1.0
2020,2020_nba_finals_heat_vs_lakers,LAL,Jared Dudley,0.0,1.0,0.0,0.0,2,0.0,0.0
2020,2020_nba_finals_heat_vs_lakers,LAL,J.R. Smith,0.0,0.0,0.0,0.0,2,,
